ID,pred
25318,0.03180777942397633
25319,0.0028650979740225064
25320,0.0013800598347039465
25321,0.8308125176403774
25322,0.026146231335790856
25323,8.736049517414837e-05
25324,9.223469652882391e-05
25325,0.00024700566609311666
25326,0.005948149054288685
25327,0.16954543724734092
25328,0.5928278392450393
25329,0.04623434425530518
25330,3.7325559499265114e-05
25331,0.0007008414453633457
25332,0.0007793160944108302
25333,0.0043920359350114475
25334,0.05621257899232197
25335,0.0003561458751031223
25336,0.00383128714700013
25337,0.09093733964898144
25338,0.004148225893683568
25339,0.018696043357620252
25340,5.9598379929882735e-05
25341,0.006525209681697422
25342,0.16600256969619098
25343,0.01136901308786582
25344,0.00794462793705746
25345,0.0018765741983912839
25346,0.007662221553604276
25347,0.0005218188398568199
25348,0.0006449362435825191
25349,0.0004952601265410109
25350,0.00254371447806387
25351,0.0010292178833419187
25352,0.008184351058277157
25353,0.0053015739207709625
25354,0.006959183491873802
25355,0.2741309021645394
25356,0.301599098050197
25357,0.0016142780335288215
25358,0.040978501426569364
25359,0.003323668681278088
25360,0.0009916609617048626
25361,0.027326398516284635
25362,0.014106885337124288
25363,0.6655908528925226
25364,5.3166280395169376e-05
25365,0.003496834027224332
25366,0.00021394787696447375
25367,0.0028972592414606485
25368,0.3920109179208605
25369,0.12006970461524404
25370,0.0003611615480476167
25371,0.13780365110096407
25372,0.0013629120920394928
25373,0.017678471121023543
25374,0.030254460500983914
25375,0.00015530408882671678
25376,0.010853338761519749
25377,0.00015901824509434665
25378,0.009914815691441849
25379,0.05375706505300829
25380,0.0014768009413112452
25381,0.00356328004997305
25382,0.0001446288004448232
25383,0.15350512926771376
25384,0.0013166175998888308
25385,0.007765330064853869
25386,0.00021862362639284928
25387,0.043357876606820014
25388,0.0026364109148623144
25389,0.40099865589078093
25390,0.0009652372946252007
25391,0.006733147671198089
25392,0.4156488912215376
25393,0.00899772408760291
25394,0.2646992535702213
25395,0.00805094025965914
25396,0.00014261163066833825
25397,0.005975043656042799
25398,0.7518644798499231
25399,0.04479453149216332
25400,0.0008423262698366974
25401,0.0008364334343782412
25402,0.4069232229346755
25403,0.008162071646009727
25404,0.0009046420728385791
25405,0.508723743518373
25406,0.00019611587152326966
25407,0.015580105785580558
25408,0.6336361356483052
25409,0.009174086552369417
25410,0.011887279681254229
25411,0.011538571767626342
25412,0.5462612307533734
25413,0.8980034023222631
25414,0.3409807197930313
25415,0.7526084925898596
25416,0.005992488160833899
25417,0.28321322044358677
25418,0.002191939211192032
25419,0.0011990953720330821
25420,0.009176966245417448
25421,0.0006135534773824056
25422,2.3304491087934284e-05
25423,0.0010190015985494356
25424,0.007441533231489034
25425,0.000985903105745488
25426,0.000998005162564295
25427,0.4459586927312995
25428,0.0023748338355643883
25429,0.15851652286646514
25430,0.0210047363043182
25431,0.032130662521648645
25432,0.017092582088903057
25433,0.0006090091589495822
25434,0.5140348025977322
25435,0.0006262393657649269
25436,0.0006744927374763202
25437,0.003571213509096512
25438,0.001680712655938006
25439,0.28988174508298054
25440,0.16827832894031108
25441,0.7362144808598213
25442,0.0001313502832242631
25443,0.0018051714937139614
25444,0.15763708521018738
25445,0.004419346412337373
25446,0.04010186399496921
25447,0.012671566194760656
25448,0.012167099122037782
25449,0.02524520758890269
25450,0.003710954225014964
25451,0.0036780231055359935
25452,0.01507185246930201
25453,0.0011745127684530017
25454,0.5981237097357369
25455,0.013268156686036951
25456,0.0005594330459145668
25457,0.7678363377962043
25458,0.741646323012381
25459,0.0038245611484725
25460,0.017971251944524872
25461,0.0012510911114645955
25462,0.15743896161090293
25463,0.15391205174345968
25464,0.005405121374105351
25465,0.0003864909914539284
25466,0.05914759016699237
25467,0.0963938415601476
25468,0.04962882584311313
25469,2.1124472904823536e-05
25470,0.007781284273952197
25471,0.0031679888070493415
25472,0.0009015704011495199
25473,0.025770891957424446
25474,0.0025504703878198535
25475,0.0006776084058893886
25476,0.00013956455580294296
25477,0.008631071456725805
25478,0.670348724108269
25479,0.003548243013149133
25480,0.004126888853613615
25481,0.032973101857495864
25482,0.0042343616357868085
25483,0.0007220905418887941
25484,0.07279164079076084
25485,0.5569676347130997
25486,0.03243546051815694
25487,0.00018262336793323065
25488,0.4092999707412998
25489,0.5017710621354387
25490,0.5065008768510678
25491,0.15425163847373882
25492,0.0016983310645486821
25493,0.36347294776360545
25494,0.49861722069560976
25495,0.021108365679138864
25496,0.0032952026025328657
25497,0.011359521799620591
25498,0.0008765902032986215
25499,0.004930606041875854
25500,0.00010977219872075455
25501,0.001755643449514087
25502,0.03054948257040622
25503,0.0015250426770266486
25504,0.00014671645143774905
25505,0.2908721697098581
25506,0.028422620118293683
25507,0.00014142342343892146
25508,0.002108279424947768
25509,0.001096959359860642
25510,0.007998387074371019
25511,0.1144106398829415
25512,0.37063558915806344
25513,0.0240973502081131
25514,0.0010193746178204172
25515,0.46775458587042085
25516,0.00233708941292715
25517,2.5810238710260053e-05
25518,0.39962036398527606
25519,0.006289019754063211
25520,0.23956447704353356
25521,0.0030227051270787417
25522,0.0005324562630977943
25523,0.2422639587848615
25524,0.0022984617295833875
25525,0.25087747393428994
25526,0.5964938047031169
25527,0.05700600683021941
25528,0.0004039991298907688
25529,0.10247210449941002
25530,0.0004370707355932733
25531,0.003308510754967106
25532,0.025479252371724326
25533,0.039143554805949624
25534,0.08000443081493061
25535,0.09833584440032436
25536,0.1028636329200411
25537,5.442174958629338e-05
25538,0.022914841512235707
25539,0.7253769437161812
25540,0.5072743122885183
25541,0.12314904209273271
25542,0.0006934116574869711
25543,0.017602356288600147
25544,0.007885096304030025
25545,1.3909422853954592e-05
25546,0.02004219890069982
25547,0.0005728249331082334
25548,0.0642340089571271
25549,8.718214565430166e-05
25550,0.001146772769520865
25551,0.06722346754608417
25552,0.22836248295814165
25553,0.003890555267119627
25554,0.00033150674379278167
25555,0.021867406250185017
25556,0.5488192282078176
25557,0.004154227540731155
25558,8.558942233469095e-05
25559,2.9750745010742146e-05
25560,0.04577482224645949
25561,0.3837748282574288
25562,0.0001948878532366519
25563,0.013417526204506683
25564,0.4970790356645148
25565,0.0025164782729658088
25566,0.004816408823477407
