ID,pred
25318,0.047259934784913804
25319,0.0106873674794739
25320,0.007700226986435604
25321,0.828716730904844
25322,0.03369769213167288
25323,0.004509479215088982
25324,0.0021925142478867433
25325,0.003569417411695882
25326,0.022203791449988502
25327,0.2706422743970639
25328,0.7807912504431748
25329,0.05723151811676981
25330,0.0024320152840599032
25331,0.0045755149274736414
25332,0.006102333889438256
25333,0.01976776670065275
25334,0.12370981324850268
25335,0.0042474667203898355
25336,0.014290284959607751
25337,0.27139791211382525
25338,0.14396857253914894
25339,0.06168251158286544
25340,0.002414572205863337
25341,0.020106559167563733
25342,0.3463802014384755
25343,0.01539778183305627
25344,0.00807409620997128
25345,0.008856045591887416
25346,0.019493736879844785
25347,0.004557055289281636
25348,0.029054605254745475
25349,0.005866652807126709
25350,0.00957437072127831
25351,0.006618129387755257
25352,0.029548215038583913
25353,0.016344867842580508
25354,0.026466887772471852
25355,0.31043938326905884
25356,0.3713258612709537
25357,0.006659257108987
25358,0.08819748026162347
25359,0.02123893797977307
25360,0.00514621387401828
25361,0.039814259512387075
25362,0.05334002205210638
25363,0.6156403987825575
25364,0.003934493717528244
25365,0.006678602937998894
25366,0.003597232070685904
25367,0.007261588214154839
25368,0.5806982254056147
25369,0.08210497771586359
25370,0.00364600762929699
25371,0.12219169582080056
25372,0.011808578052549387
25373,0.04777416015463923
25374,0.060143549642618234
25375,0.002619932890700756
25376,0.047025064284080535
25377,0.005795164327829427
25378,0.03205432694856726
25379,0.034369543199592775
25380,0.011874158456821896
25381,0.007458283806545754
25382,0.0031422372342390014
25383,0.10078610145936624
25384,0.0067806017657155255
25385,0.04847919031785387
25386,0.0038518002434242598
25387,0.09821760120848476
25388,0.013170846943783909
25389,0.39188449833466604
25390,0.006015024973330988
25391,0.01884338130293741
25392,0.7886578241376123
25393,0.02650795915816228
25394,0.3716510709170211
25395,0.02380645652319925
25396,0.0032405060008938924
25397,0.011373749135942936
25398,0.9507837418699954
25399,0.13074189325804936
25400,0.00767859552559195
25401,0.007712721385368318
25402,0.5842038273999834
25403,0.02818966411297466
25404,0.005863090510857719
25405,0.6998527218016877
25406,0.00343358267910679
25407,0.035053267150990254
25408,0.5006109898835325
25409,0.011320511066905766
25410,0.04580528290190837
25411,0.01973358195545417
25412,0.291264129077041
25413,1.024417740991592
25414,0.3650185791289316
25415,0.44079185072583693
25416,0.005535301052351632
25417,0.33459753961973837
25418,0.009726145132931383
25419,0.004113153737195292
25420,0.03130404364960952
25421,0.0033586418674712683
25422,0.0022797128465015986
25423,0.009024620427481875
25424,0.014869289530835494
25425,0.0049404659826653265
25426,0.01115328703177171
25427,0.404545191339267
25428,0.008261170470171464
25429,0.19112853115479897
25430,0.06408464912455084
25431,0.07070635994163156
25432,0.03006784764197535
25433,0.007487340083601951
25434,0.6319843921482632
25435,0.009204817955012427
25436,0.0038566125220857008
25437,0.010280126549057664
25438,0.006821128409629477
25439,0.4738325827689903
25440,0.17269930563796226
25441,0.5465175005459744
25442,0.0036890683028240785
25443,0.006138043866337499
25444,0.4744490176509212
25445,0.010702638158309189
25446,0.13514786673721094
25447,0.02844352241899243
25448,0.024278888505210965
25449,0.036942321013679044
25450,0.007111859260115344
25451,0.017582216838211567
25452,0.04871511981701877
25453,0.004680088228351111
25454,0.7524844098227182
25455,0.01559094104075287
25456,0.0054438778525894805
25457,0.7761418218376775
25458,0.9346868449002397
25459,0.06919620116440017
25460,0.06345254798048508
25461,0.0043124376753602145
25462,0.15223610287721032
25463,0.259177149056204
25464,0.021885511004284083
25465,0.0038480187254527746
25466,0.1678668173682513
25467,0.1496599521620391
25468,0.030286916695587796
25469,0.0018848409533778862
25470,0.01471470489924458
25471,0.015950139738122752
25472,0.005680073484608016
25473,0.026752992014596168
25474,0.008072142966761607
25475,0.006221455740991898
25476,0.0037748090258053002
25477,0.008696256034002184
25478,0.582109036266201
25479,0.01181161854413816
25480,0.014402356202694042
25481,0.0641968357787232
25482,0.009783771592839384
25483,0.004424324089029359
25484,0.12411932735683551
25485,0.7336729068958924
25486,0.10581618800073773
25487,0.00265413329665246
25488,0.35719517520978367
25489,0.5551238600247603
25490,0.5788823213941823
25491,0.23037671084884362
25492,0.005056581457427174
25493,0.28260934284752337
25494,0.6801932708336166
25495,0.031029982646469195
25496,0.011740588242717103
25497,0.02101976491218388
25498,0.0051083626067055694
25499,0.012828899148806546
25500,0.0034146360494326186
25501,0.01207422385460601
25502,0.12616611400361016
25503,0.005527863498395421
25504,0.0027967430894628846
25505,0.4317970910917451
25506,0.038517977768215375
25507,0.0033877658215056413
25508,0.006558912762734216
25509,0.006211417911734965
25510,0.020664661413058304
25511,0.17472576110774024
25512,0.43548301764918274
25513,0.032183084735598846
25514,0.003851773789818385
25515,0.5695128103615532
25516,0.008593034981469924
25517,0.0022231270193694293
25518,0.45409763110939244
25519,0.01004386448088204
25520,0.21462649486995625
25521,0.016407345182298076
25522,0.005093931460240517
25523,0.4244972073976598
25524,0.010870017792142155
25525,0.41536882968612526
25526,0.7784936543122049
25527,0.10552662086678692
25528,0.004328194002247045
25529,0.1771121379803513
25530,0.003201034371558553
25531,0.013473628781604362
25532,0.062456035061345026
25533,0.0557060543496591
25534,0.10750150913574588
25535,0.1409386228471285
25536,0.16729869536651196
25537,0.0024246357071975033
25538,0.043493670935441056
25539,0.7938101294305365
25540,0.5197342190340266
25541,0.33139665357671455
25542,0.01594850973300596
25543,0.0208274424293576
